CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
Writing on Business and Society,016,AH,3XXX,"{u'A': 0.5, u'C': 0, u'B': 0.43, u'WDRAW': 0.07, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,PWRT,"[{u'group': u'3 Supp', u'name': u'FRUSH, JAMI A', u'title': u'LECTURER'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.18'}",AS,Upper,1,5.54,"{u'ENROLL': 15, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 14}",P  - In Person,3.4,3040,4.92,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,018,AH,3XXX,"{u'A': 0.67, u'C': 0.22, u'B': 0.11, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'KLINGER, ERIC O', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.88'}",AS,Upper,1,5.75,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 8, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.31,3040,4.88,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,019,AH,3XXX,"{u'A': 0.76, u'C': 0, u'B': 0.24, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'3 Supp', u'name': u'SINGER, DANIEL L', u'title': u'LECTURER'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.88'}",AS,Upper,1,5.06,"{u'ENROLL': 17, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.62,3040,4.65,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,020,AH,3XXX,"{u'A': 0.39, u'C': 0.11, u'B': 0.5, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'KLINGER, ERIC O', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.00'}",AS,Upper,1,5.13,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 8, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.16,3040,4.88,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,024,AH,3XXX,"{u'A': 0.58, u'C': 0.05, u'B': 0.37, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'WENGER, PAULA', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.41'}",AS,Upper,1,5.18,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.51,3040,4.47,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,027,AH,3XXX,"{u'A': 0.72, u'C': 0.06, u'B': 0.22, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.05, u'GRADE': 0.95, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'WENGER, PAULA', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.21'}",AS,Upper,1,5.4,"{u'ENROLL': 20, u'GRADE': 18, u'PASS': 0, u'INCOMP': 1, u'Ret': 15, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.58,3040,4.73,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,028,AH,3XXX,"{u'A': 0.13, u'C': 0, u'B': 0.87, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.06, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'ROTHMAN, DAVID JACOB', u'title': u'INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.47'}",AS,Upper,1,5.13,"{u'ENROLL': 17, u'GRADE': 15, u'PASS': 0, u'INCOMP': 1, u'Ret': 16, u'NOCRED': 0, u'EOT': 16}",P  - In Person,3.17,3040,4.63,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,030,AH,3XXX,"{u'A': 0.47, u'C': 0, u'B': 0.53, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'WENGER, PAULA', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.23'}",AS,Upper,1,4.94,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.41,3040,4.41,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,031,AH,3XXX,"{u'A': 0.42, u'C': 0.05, u'B': 0.53, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'PEARCE, LONNI DEE', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.80'}",AS,Upper,1,5.06,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.29,3040,4.19,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,033,AH,3XXX,"{u'A': 0.16, u'C': 0, u'B': 0.84, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'2 Other reg', u'name': u'ROTHMAN, DAVID JACOB', u'title': u'INSTRUCTOR'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.44'}",AS,Upper,1,5.53,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.22,3040,5.18,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,036,AH,3XXX,"{u'A': 0.76, u'C': 0.06, u'B': 0.18, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'3 Supp', u'name': u'SINGER, DANIEL L', u'title': u'LECTURER'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.87'}",AS,Upper,1,4.81,"{u'ENROLL': 17, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.72,3040,4.38,20141,WRTG,0,SEM - Seminar
Writing on Business and Society,039,AH,3XXX,"{u'A': 0.4, u'C': 0.2, u'B': 0.4, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,PWRT,"[{u'group': u'3 Supp', u'name': u'SINGER, DANIEL L', u'title': u'LECTURER'}]",3,0,Writing and Rhetoric,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.50'}",AS,Upper,1,4.67,"{u'ENROLL': 15, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.24,3040,4,20141,WRTG,0,SEM - Seminar
Open Topics in Writing: Advanced,800,AH,3XXX,"{u'A': 0.57, u'C': 0.14, u'B': 0.29, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,PWRT,"[{u'group': u'2 Other reg', u'name': u'GOODLOE, AMY TOWNSEND', u'title': u'INSTRUCTOR'}]",3,1,Writing and Rhetoric,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.22'}",AS,Upper,1,4.33,"{u'ENROLL': 14, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 9, u'NOCRED': 0, u'EOT': 14}",P  - In Person,3.39,3090,4.11,20141,WRTG,0,LEC - Lecture
Ritual and Media,010,AH,1XXX,"{u'A': 0.31, u'C': 0.18, u'B': 0.47, u'WDRAW': 0.06, u'D': 0.02, u'F': 0.02, u'DF': 0.04, u'INCOMP': 0.12, u'GRADE': 0.88, u'C_MINUS_OR_BELOW': 0.07}",1,RLST,"[{u'group': u'1 TTT', u'name': u'GAYLEY, ANTONIA HOLLIS', u'title': u'ASST PROFESSOR'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.25'}",AS,Lower,1,4.5,"{u'ENROLL': 54, u'GRADE': 45, u'PASS': 0, u'INCOMP': 6, u'Ret': 22, u'NOCRED': 0, u'EOT': 51}",P  - In Person,3,1850,3.86,20141,RLST,0,LEC - Lecture
Religion and Contemporary Society,001,AH,2XXX,"{u'A': 0.34, u'C': 0.07, u'B': 0.41, u'WDRAW': 0.09, u'D': 0.03, u'F': 0.14, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,RLST,"[{u'group': u'3 Supp', u'name': u'WALKER, DENICE CORINNE', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.86'}",AS,Lower,1,4.17,"{u'ENROLL': 32, u'GRADE': 29, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 29}",P  - In Person,2.71,2400,4.08,20141,RLST,0,LEC - Lecture
Religions in the United States,010,AH,2XXX,"{u'A': 0.28, u'C': 0.06, u'B': 0.61, u'WDRAW': 0.05, u'D': 0.04, u'F': 0.01, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,RLST,"[{u'group': u'1 TTT', u'name': u'WHITEHEAD, DEBORAH FAITH', u'title': u'ASST PROFESSOR'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.33'}",AS,Lower,1,5.62,"{u'ENROLL': 83, u'GRADE': 79, u'PASS': 0, u'INCOMP': 0, u'Ret': 50, u'NOCRED': 0, u'EOT': 79}",P  - In Person,3.09,2500,5.14,20141,RLST,0,LEC - Lecture
"Judaism, Christianity, and Islam",250,AH,2XXX,"{u'A': 0.71, u'C': 0.14, u'B': 0.14, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,RLST,"[{u'group': u'3 Supp', u'name': u'ADAMS, SHARON MAR', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 14, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 14}",P  - In Person,3.53,2600,,20141,RLST,0,LEC - Lecture
Religions of South Asia,010,AH,2XXX,"{u'A': 0.63, u'C': 0.07, u'B': 0.2, u'WDRAW': 0.09, u'D': 0.02, u'F': 0.07, u'DF': 0.1, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.1}",1,RLST,"[{u'group': u'3 Supp', u'name': u'KINSEY, JOHN ROBERT', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.73'}",AS,Lower,1,4.62,"{u'ENROLL': 44, u'GRADE': 40, u'PASS': 0, u'INCOMP': 0, u'Ret': 21, u'NOCRED': 0, u'EOT': 40}",P  - In Person,3.24,2610,4.62,20141,RLST,0,LEC - Lecture
Religions of East Asia,010,AH,2XXX,"{u'A': 0.35, u'C': 0.21, u'B': 0.32, u'WDRAW': 0, u'D': 0.09, u'F': 0.03, u'DF': 0.12, u'INCOMP': 0.03, u'GRADE': 0.97, u'C_MINUS_OR_BELOW': 0.15}",1,RLST,"[{u'group': u'3 Supp', u'name': u'CARMICHAEL, LUCAS TAYLOR', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.41'}",AS,Lower,1,5.29,"{u'ENROLL': 35, u'GRADE': 34, u'PASS': 0, u'INCOMP': 1, u'Ret': 24, u'NOCRED': 0, u'EOT': 35}",P  - In Person,2.91,2620,4.71,20141,RLST,0,LEC - Lecture
American Indian Religious Traditions,010,AH,2XXX,"{u'A': 0.68, u'C': 0.01, u'B': 0.29, u'WDRAW': 0.04, u'D': 0, u'F': 0.01, u'DF': 0.01, u'INCOMP': 0.04, u'GRADE': 0.96, u'C_MINUS_OR_BELOW': 0.01}",1,RLST,"[{u'group': u'1 TTT', u'name': u'JOHNSON, GREGORY B', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.35'}",AS,Lower,1,5.87,"{u'ENROLL': 89, u'GRADE': 82, u'PASS': 0, u'INCOMP': 3, u'Ret': 62, u'NOCRED': 0, u'EOT': 85}",P  - In Person,3.59,2700,5.55,20141,RLST,0,LEC - Lecture
Women and Religion,001,AH,2XXX,"{u'A': 0.17, u'C': 0.26, u'B': 0.53, u'WDRAW': 0.07, u'D': 0.04, u'F': 0, u'DF': 0.04, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.09}",2,RLST,"[{u'group': u'3 Supp', u'name': u'WALKER, DENICE CORINNE', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.93'}",AS,Lower,1,4.5,"{u'ENROLL': 57, u'GRADE': 53, u'PASS': 0, u'INCOMP': 0, u'Ret': 34, u'NOCRED': 0, u'EOT': 53}",P  - In Person,2.83,2800,3.94,20141,RLST,0,LEC - Lecture
Christian Traditions,001,AH,3XXX,"{u'A': 0.2, u'C': 0.26, u'B': 0.49, u'WDRAW': 0.05, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",1,RLST,"[{u'group': u'3 Supp', u'name': u'ADAMS, SHARON MAR', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.08'}",AS,Upper,1,3.51,"{u'ENROLL': 97, u'GRADE': 92, u'PASS': 0, u'INCOMP': 0, u'Ret': 69, u'NOCRED': 0, u'EOT': 92}",P  - In Person,2.78,3000,3.13,20141,RLST,0,LEC - Lecture
Christian Traditions,888,AH,3XXX,"{u'A': 0.67, u'C': 0, u'B': 0.33, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,RLST,"[{u'group': u'3 Supp', u'name': u'VALETA, DAVID M', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 15, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.65,3000,,20141,RLST,1,LEC - Lecture
Islam,010,AH,3XXX,"{u'A': 0.73, u'C': 0, u'B': 0.09, u'WDRAW': 0.03, u'D': 0, u'F': 0.18, u'DF': 0.18, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.18}",1,RLST,"[{u'group': u'3 Supp', u'name': u'SHAFI, SOPHIA R', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.11'}",AS,Upper,1,4.21,"{u'ENROLL': 34, u'GRADE': 33, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 33}",P  - In Person,3.16,3600,4.33,20141,RLST,0,LEC - Lecture
Topics in Religious Studies,001,AH,3XXX,"{u'A': 0.44, u'C': 0.06, u'B': 0.5, u'WDRAW': 0.04, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.04, u'GRADE': 0.96, u'C_MINUS_OR_BELOW': 0}",1,RLST,"[{u'group': u'1 TTT', u'name': u'GAYLEY, ANTONIA HOLLIS', u'title': u'ASST PROFESSOR'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.03'}",AS,Upper,1,5.46,"{u'ENROLL': 52, u'GRADE': 48, u'PASS': 0, u'INCOMP': 2, u'Ret': 36, u'NOCRED': 0, u'EOT': 50}",P  - In Person,3.31,3820,5.19,20141,RLST,0,LEC - Lecture
Religions in America,001,AH,4XXX,"{u'A': 0.45, u'C': 0.18, u'B': 0.36, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.09, u'GRADE': 0.91, u'C_MINUS_OR_BELOW': 0}",2,RLST,"[{u'group': u'1 TTT', u'name': u'CHERNUS, IRA R', u'title': u'PROFESSOR'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.40'}",AS,Upper,1,5.6,"{u'ENROLL': 13, u'GRADE': 11, u'PASS': 0, u'INCOMP': 2, u'Ret': 5, u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.22,4030,5.4,20141,RLST,0,SEM - Seminar
Topics in Buddhism,001,AH,4XXX,"{u'A': 0.5, u'C': 0, u'B': 0.33, u'WDRAW': 0.06, u'D': 0, u'F': 0.17, u'DF': 0.17, u'INCOMP': 0.28, u'GRADE': 0.72, u'C_MINUS_OR_BELOW': 0.17}",2,RLST,"[{u'group': u'3 Supp', u'name': u'LEVINSON, JULES BROOKS', u'title': u'LECTURER'}]",3,0,Religious Studies,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.36'}",AS,Upper,1,5.73,"{u'ENROLL': 18, u'GRADE': 12, u'PASS': 0, u'INCOMP': 5, u'Ret': 11, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3,4250,5.45,20141,RLST,0,SEM - Seminar
Disabilities in Contemporary American Society,001,SS,1XXX,"{u'A': 0.19, u'C': 0.28, u'B': 0.45, u'WDRAW': 0.02, u'D': 0.04, u'F': 0.04, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.12}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'POLLARD, RYAN D', u'title': u'INSTRUCTOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'1.95'}",AS,Lower,1,4.51,"{u'ENROLL': 148, u'GRADE': 145, u'PASS': 0, u'INCOMP': 0, u'Ret': 80, u'NOCRED': 0, u'EOT': 145}",P  - In Person,2.69,1010,4.33,20141,SLHS,0,LEC - Lecture
Disabilities in Contemporary American Society,002,SS,1XXX,"{u'A': 0.3, u'C': 0.2, u'B': 0.49, u'WDRAW': 0, u'D': 0, u'F': 0.01, u'DF': 0.01, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.03}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'POLLARD, RYAN D', u'title': u'INSTRUCTOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.10'}",AS,Lower,1,5.09,"{u'ENROLL': 70, u'GRADE': 70, u'PASS': 0, u'INCOMP': 0, u'Ret': 58, u'NOCRED': 0, u'EOT': 70}",P  - In Person,3.01,1010,5.05,20141,SLHS,0,LEC - Lecture
Disabilities in Contemporary American Society,888,SS,1XXX,"{u'A': 0.88, u'C': 0, u'B': 0.13, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'GERLAND, OLIVER W', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 16}",P  - In Person,3.84,1010,,20141,SLHS,1,LEC - Lecture
Introduction to Communication Disorders,001,SS,2XXX,"{u'A': 0.22, u'C': 0.29, u'B': 0.38, u'WDRAW': 0.06, u'D': 0.09, u'F': 0.02, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.2}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'POLLARD, RYAN D', u'title': u'INSTRUCTOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.32'}",AS,Lower,1,4.67,"{u'ENROLL': 48, u'GRADE': 45, u'PASS': 0, u'INCOMP': 0, u'Ret': 36, u'NOCRED': 0, u'EOT': 45}",P  - In Person,2.7,2000,4.8,20141,SLHS,0,LEC - Lecture
Science of Human Communication,001,SS,2XXX,"{u'A': 0.3, u'C': 0.29, u'B': 0.27, u'WDRAW': 0.06, u'D': 0.1, u'F': 0.04, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.23}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'POLLARD, RYAN D', u'title': u'INSTRUCTOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.52'}",AS,Lower,1,4.82,"{u'ENROLL': 78, u'GRADE': 73, u'PASS': 0, u'INCOMP': 0, u'Ret': 46, u'NOCRED': 0, u'EOT': 73}",P  - In Person,2.69,2010,4.52,20141,SLHS,0,LEC - Lecture
Science of Human Communication,002,SS,2XXX,"{u'A': 0.31, u'C': 0.33, u'B': 0.28, u'WDRAW': 0, u'D': 0.08, u'F': 0, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.15}",1,SLHS,"[{u'group': u'1 TTT', u'name': u'COADY, JEFFRY A', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'1.93'}",AS,Lower,1,4.52,"{u'ENROLL': 39, u'GRADE': 39, u'PASS': 0, u'INCOMP': 0, u'Ret': 31, u'NOCRED': 0, u'EOT': 39}",P  - In Person,2.85,2010,4.23,20141,SLHS,0,LEC - Lecture
American Sign Language 1,002,SS,2XXX,"{u'A': 0.63, u'C': 0.15, u'B': 0.22, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'MOERS, WILLARD LEE', u'title': u'INSTRUCTOR'}]",4,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.32'}",AS,Lower,1,5.92,"{u'ENROLL': 27, u'GRADE': 27, u'PASS': 0, u'INCOMP': 0, u'Ret': 25, u'NOCRED': 0, u'EOT': 27}",P  - In Person,3.37,2305,5.84,20141,SLHS,0,LEC - Lecture
American Sign Language 1,003,SS,2XXX,"{u'A': 0.31, u'C': 0.23, u'B': 0.38, u'WDRAW': 0.04, u'D': 0.04, u'F': 0.04, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.15}",1,SLHS,"[{u'group': u'3 Supp', u'name': u'BOYD, KAREN SUE', u'title': u'ACADEMIC SERVICES SENIOR PROF'}]",4,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'7-9', u'Raw': u'2.77'}",AS,Lower,1,5.79,"{u'ENROLL': 27, u'GRADE': 26, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 26}",P  - In Person,2.84,2305,5.67,20141,SLHS,0,LEC - Lecture
American Sign Language 2,001,SS,2XXX,"{u'A': 0.32, u'C': 0.11, u'B': 0.58, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'MOERS, WILLARD LEE', u'title': u'INSTRUCTOR'}]",4,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.14'}",AS,Lower,1,5.89,"{u'ENROLL': 20, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.24,2315,5.72,20141,SLHS,0,LEC - Lecture
American Sign Language 2,002,SS,2XXX,"{u'A': 0.17, u'C': 0.22, u'B': 0.61, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'MOERS, WILLARD LEE', u'title': u'INSTRUCTOR'}]",4,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.35'}",AS,Lower,1,5.89,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.01,2315,5.61,20141,SLHS,0,LEC - Lecture
American Sign Language 3,001,SS,2XXX,"{u'A': 0.48, u'C': 0.24, u'B': 0.24, u'WDRAW': 0, u'D': 0, u'F': 0.05, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,SLHS,"[{u'group': u'2 Other reg', u'name': u'MOERS, WILLARD LEE', u'title': u'INSTRUCTOR'}]",4,0,"Speech, Language & Hearing Sci","{u'Hrs_Wk': u'4-6', u'Raw': u'2.37'}",AS,Lower,1,5.95,"{u'ENROLL': 21, u'GRADE': 21, u'PASS': 0, u'INCOMP': 0, u'Ret': 20, u'NOCRED': 0, u'EOT': 21}",P  - In Person,3.08,2325,5.95,20141,SLHS,0,LEC - Lecture
